Signal Strength (dBm),Download Speed (Mbps),Upload Speed (Mbps),Latency (ms),Jitter (ms),Battery Level (%),Temperature (°C),Connected Duration (min),Handover Count,Data Usage (MB),Video Streaming Quality,Ping to Google (ms)
-1.641355878434058,0.6287976421452645,-0.6488819634187836,-0.09032562058148752,1.079956488119008,1.7062876409485055,0.42259011083781467,-0.9329386851167819,-0.7083323203132837,-1.113439185204515,0.7062633341111408,-1.0409420500110953
0.9212416572991531,0.5203239619447179,1.69985379343852,0.32747515195155863,-0.7490479251748501,0.4771082754352719,-1.4480820681885334,1.244152038907334,1.4077769815587051,-0.7883751911309049,1.41249841826317e-05,-1.260314109167215
1.1975324967313052,0.9413554321744498,1.370780723868639,1.7080342264085797,-0.9467781320174294,0.8612268271581573,0.5057310965723192,0.8911102998763962,-0.0029625530226207713,-0.5336010548201023,1.412512543238099,0.7910070755733446
0.7969107795546848,-1.31558827572917,-0.43127341781800477,0.30930990097186073,1.6802089017482666,-1.1361896418008472,0.9491496871563418,1.067631169391865,-1.4137020876039468,-0.8902281030858915,0.7062633341111408,1.2528429895862285
-0.5776361466202727,-0.5426797062577358,1.3947229843870614,-0.7624399068303007,0.26785028144412887,-0.13748140732134495,-1.3510842514982784,1.4206729084228027,1.4077769815587051,-0.6913453975693298,-1.4124842932697337,-0.8639049496394897
-1.1302178254845772,0.6768716412996305,0.8068074761013394,0.8905979323221858,0.11955262631219446,-1.1746014969731358,0.21473764650155377,-1.4625012936631885,0.7024072142680422,-1.5509243947716165,0.7062633341111408,-0.40206903562660573
-0.31515984915972833,0.2768053496148534,-0.14210411577882853,-1.3982236911197186,0.7974847640581805,-1.4434844831791558,-0.1455399583479653,1.7148743576152508,-0.0029625530226207713,-1.1218796423929853,1.412512543238099,-0.00950850871565425
1.3080488325041657,1.0641130801748557,-1.6233319665186028,-0.3264738833175571,-1.6176484766618946,-1.405072628006867,0.4364469417935656,0.1261865319760312,-0.0029625530226207713,0.5942993671215402,-1.4124842932697337,0.9218605845436619
-0.4049543719751776,0.30468212548232126,0.20186636033584984,0.981424187220674,-1.4128564767177947,0.6307556961244261,0.727440391864331,0.8911102998763962,1.4077769815587051,0.41889389966702606,0.7062633341111408,1.1604758067836516
-1.6275413364624511,-0.9197073402008036,-0.18120980795891953,-1.2347364323024397,0.783361177855139,-1.32824891766229,0.47801743466081736,0.24386711165301042,-0.0029625530226207713,-1.6105040925725838,1.412512543238099,0.7871584429565708
